Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
IN-097,,44.6,107,4.8,39.8
IN-099,,40.5,105,4.7,35.8
IN-101,,47.8,112,5.8,42
IN-103,,42,104,4.4,37.6
IN-105,,46,109,5.2,40.8
IN-107,,43.7,107,5.2,38.5
IN-109,,45.6,110,5.3,40.3
IN-111,,41.9,103,4.6,37.3
IN-113,,40.6,108,5,35.6
IN-115,,48.8,116,6.6,42.2
IN-117,,48.2,110,5.5,42.7
IN-119,,45.1,104,4.6,40.5
IN-121,,44.5,105,4.7,39.8
IN-123,,48.8,104,4.1,44.7
IN-125,,48.7,113,5.5,43.2
IN-127,,39.9,99,3.6,36.3
IN-129,,50.4,111,5.1,45.3
IN-131,,41,103,4.2,36.8
IN-133,,44.4,107,4.8,39.6
IN-135,,44,112,6.1,37.9
IN-137,,47.3,114,6,41.3
IN-139,,45.4,111,5.7,39.7
IN-141,,39.9,102,4.4,35.5
IN-143,,48.9,115,6.1,42.8
IN-145,,46.1,109,5.5,40.6
IN-147,,49.2,104,4.2,45
IN-149,,40.5,102,4.2,36.3
IN-151,,40.3,111,5.6,34.7
IN-153,,46.2,104,4.6,41.6
IN-155,,49.4,116,6.8,42.6
IN-157,,43.6,108,5.3,38.3
IN-159,,43.1,107,4.8,38.3
IN-161,,45.1,112,5.6,39.5
IN-163,,50.3,111,5.1,45.2
IN-165,,44.3,104,4.3,40
IN-167,,45.3,102,4.4,40.9
IN-169,,42.2,106,4.7,37.5
IN-171,,43,104,4.5,38.5
IN-173,,49.5,110,5,44.5
IN-175,,48.4,113,5.9,42.5
IN-177,,44.5,113,5.9,38.6
IN-179,,42.4,107,5.1,37.3
IN-181,,42.1,104,4.5,37.6
IN-183,,41.1,106,4.6,36.5
IA-001,,41.9,113,6.1,35.8
IA-003,,43.1,116,6.6,36.5
IA-005,,37.5,112,5.6,31.9
IA-007,,43.5,112,5.5,38
IA-009,,41.2,111,6.4,34.8
IA-011,,39,103,4.4,34.6
IA-013,,39,109,5.3,33.7
IA-015,,40.9,110,5.9,35
IA-017,,37.8,107,5.3,32.5
IA-019,,37.9,106,4.6,33.3
IA-021,,37.9,107,5.5,32.4
IA-023,,38.6,111,5.9,32.7
IA-025,,39.6,110,5.9,33.7
IA-027,,40.6,111,6.5,34.1
IA-029,,42.5,113,6.3,36.2
IA-031,,40.4,106,4.7,35.7
IA-033,,37.6,111,6.2,31.4
IA-035,,38.1,106,5.4,32.7
IA-037,,36.3,105,4.9,31.4
IA-039,,43.4,112,6.2,37.2
IA-041,,37.7,110,6.1,31.6
IA-043,,37.8,107,5,32.8
IA-045,,41,109,5.3,35.7
IA-047,,40.9,113,6.5,34.4
IA-049,,42.2,112,6,36.2
IA-051,,43.4,108,5.2,38.2
IA-053,,43.7,111,5.8,37.9
IA-055,,38.4,108,5.3,33.1
IA-057,,42.8,104,4.7,38.1
IA-059,,36.3,107,5.7,30.6
IA-061,,38.7,106,5,33.7
IA-063,,36.2,106,5.5,30.7
IA-065,,36.9,108,4.9,32
IA-067,,37.5,110,5.7,31.8
IA-069,,38.5,111,6.2,32.3
IA-071,,44.6,110,6,38.6
IA-073,,40.6,109,5.8,34.8
IA-075,,39.6,111,5.9,33.7
IA-077,,41.7,112,6.3,35.4
IA-079,,39.4,109,5.6,33.8
IA-081,,37.2,110,5.6,31.6
IA-083,,39.5,110,6,33.5
IA-085,,41.7,109,5.6,36.1
IA-087,,42.7,105,4.8,37.9
IA-089,,35.4,107,5.2,30.2
IA-091,,38.4,107,5.3,33.1
IA-093,,39.4,109,5.8,33.6
IA-095,,41.4,112,5.6,35.8
IA-097,,40.3,110,5.4,34.9
IA-099,,42.1,113,6.1,36
IA-101,,42.8,108,5.1,37.7
IA-103,,41.3,110,5.3,36
IA-105,,39.9,110,5.5,34.4
IA-107,,43,114,6.4,36.6
IA-109,,36.9,106,5.3,31.6
IA-111,,43.5,102,4.4,39.1
IA-113,,40,110,5.6,34.4
IA-115,,41.8,101,4.3,37.5
IA-117,,43.4,111,5.9,37.5
IA-119,,36.7,103,5.1,31.6
IA-121,,42.8,112,6.2,36.6
IA-123,,43.4,114,6.5,36.9
IA-125,,43.1,110,5.7,37.4
IA-127,,40.8,113,6,34.8
IA-129,,44,111,6.2,37.8
IA-131,,36.5,111,5.7,30.8
IA-133,,40.6,108,5.4,35.2
IA-135,,43.6,112,5.9,37.7
IA-137,,44,115,6.8,37.2
IA-139,,40.8,100,3.9,36.9
IA-141,,37.4,107,5.6,31.8
IA-143,,36,103,5.1,30.9
IA-145,,44.6,115,6.7,37.9
IA-147,,37.4,107,5.7,31.7
IA-149,,38.7,105,5.4,33.3
IA-151,,38,106,5.1,32.9
IA-153,,42.5,112,6,36.5
IA-155,,42.8,112,6,36.8
IA-157,,41.7,114,6.2,35.5
IA-159,,43.7,115,6.3,37.4
IA-161,,39.5,110,6.1,33.4
IA-163,,41.3,107,5.1,36.2
IA-165,,41.6,112,6.3,35.3
IA-167,,37.2,98,4.7,32.5
IA-169,,41.1,112,6.2,34.9
IA-171,,40.1,110,5.5,34.6
IA-173,,44,116,6.7,37.3
IA-175,,43,114,6.4,36.6
IA-177,,42.6,100,4.1,38.5
IA-179,,43.7,114,6.1,37.6
IA-181,,43.4,112,6.1,37.3
IA-183,,42.2,111,5.4,36.8
IA-185,,43.2,110,5.4,37.8
IA-187,,39.5,108,5.6,33.9
IA-189,,36.3,109,5.4,30.9
IA-191,,36.4,111,5.7,30.7
IA-193,,40,109,5.7,34.3
IA-195,,36.5,111,5.8,30.7
IA-197,,38.3,109,5.6,32.7
KS-001,,50.5,113,5.6,44.9
KS-003,,49.7,113,5.6,44.1
KS-005,,47.2,111,5.8,41.4
KS-007,,49.8,105,4.8,45
KS-009,,46.9,102,4.7,42.2
KS-011,,50.6,112,5.5,45.1
KS-013,,46.4,112,5.9,40.5
KS-015,,49.8,111,5.4,44.4
KS-017,,48.3,109,5.1,43.2
KS-019,,52.2,116,5.6,46.6
KS-021,,52.8,116,5.9,46.9
KS-023,,44.4,112,5.7,38.7
KS-025,,50.2,109,5.4,44.8
KS-027,,47.2,111,5.5,41.7
KS-029,,46.4,111,5.4,41
KS-031,,49.3,113,5.4,43.9
KS-033,,50.1,109,5.2,44.9
KS-035,,51.3,111,5.5,45.8
KS-037,,51.4,112,5.5,45.9
KS-039,,45.2,115,6.2,39
KS-041,,48.1,112,5.6,42.5
KS-043,,46.9,111,5.7,41.2
KS-045,,49,112,5.8,43.2
KS-047,,48.2,108,5.4,42.8
KS-049,,51.1,113,5.6,45.5
KS-051,,46.7,107,5.4,41.3
KS-053,,47.3,108,5,42.3
KS-055,,47.6,114,6.1,41.5
KS-057,,48.4,110,5.5,42.9
KS-059,,49.6,113,6,43.6
KS-061,,47.8,111,5.5,42.3
KS-063,,46.6,114,6.2,40.4
KS-065,,46.2,109,5.8,40.4
KS-067,,48.8,116,6.1,42.7
KS-069,,48.1,113,5.8,42.3
KS-071,,46,115,6.1,39.9
KS-073,,49.8,112,5.4,44.4
KS-075,,48,118,6.3,41.7
KS-077,,50.4,102,4.8,45.6
KS-079,,49.6,112,5.7,43.9
KS-081,,48.4,114,5.8,42.6
KS-083,,48.2,112,5.8,42.4
KS-085,,47,111,5.7,41.3
KS-087,,47.8,110,5.6,42.2
KS-089,,44.4,106,4.7,39.7
KS-091,,48.9,113,6,42.9
KS-093,,48,115,6.4,41.6
KS-095,,49.2,102,4.6,44.6
KS-097,,48.9,108,5.2,43.7
KS-099,,52.8,119,5.9,46.9
KS-101,,47,114,6.3,40.7
KS-103,,48.6,113,6.2,42.4
KS-105,,47.1,109,5.4,41.7
KS-107,,50.2,113,5.8,44.4
KS-109,,46.1,111,6.1,40
KS-111,,48.2,110,5.1,43.1
KS-113,,48.7,112,5.7,43
KS-115,,48.7,112,5.6,43.1
KS-117,,44.7,104,4.5,40.2
KS-119,,49.9,111,5.6,44.3
KS-121,,49.5,114,5.9,43.6
KS-123,,46,109,5,41
KS-125,,52.9,118,5.9,47
KS-127,,47.7,112,5.4,42.3
KS-129,,50.1,118,6.7,43.4
KS-131,,45.2,108,5.1,40.1
KS-133,,51.3,112,5.4,45.9
KS-135,,47.4,110,5.6,41.8
KS-137,,45.1,109,5.7,39.4
KS-139,,49.4,113,6.3,43.1
KS-141,,46,105,5.1,40.9
KS-143,,47.6,111,5.7,41.9
KS-145,,47.5,105,5.1,42.4
KS-147,,45.3,106,5.4,39.9
KS-149,,46.8,110,5.4,41.4
KS-151,,48.3,103,4.6,43.7
KS-153,,44.5,110,5.7,38.8
KS-155,,48.7,106,4.8,43.9
KS-157,,44.7,108,5,39.7
KS-159,,47.8,104,4.9,42.9
KS-161,,47.3,110,5.5,41.8
KS-163,,46.4,107,5.6,40.8
KS-165,,47,105,5.1,41.9
KS-167,,46.8,105,5.1,41.7
KS-169,,48.2,109,5.6,42.6
KS-171,,46.8,115,6.3,40.5
KS-173,,50.2,111,5.4,44.8
KS-175,,49.9,115,6.1,43.8
KS-177,,48.6,113,6.1,42.5
KS-179,,46,115,6.5,39.5
KS-181,,44.6,114,6.1,38.5
KS-183,,44.8,105,4.8,40
KS-185,,47.5,103,4.6,42.9
KS-187,,48.9,116,6.2,42.7
KS-189,,49.8,117,6.4,43.4
KS-191,,51.1,111,5.3,45.8
KS-193,,45,112,6.1,38.9
KS-195,,46.5,108,5.5,41
KS-197,,48.5,114,6.3,42.2
KS-199,,45.4,115,6.1,39.3
KS-201,,45.2,106,5.1,40.1
KS-203,,46.6,117,6.4,40.2
KS-205,,51.6,114,5.6,46
KS-207,,50.3,113,5.5,44.8
KS-209,,48.9,114,6.2,42.7
KY-001,,52.1,115,6.4,45.7
KY-003,,52.7,110,5.2,47.5
KY-005,,50.6,116,6.7,43.9
KY-007,,52.8,114,6,46.8
KY-009,,52.1,109,5.2,46.9
KY-011,,50.1,115,6,44.1
KY-013,,50.6,111,5.2,45.4
KY-015,,48.8,118,6.7,42.1
KY-017,,49.5,116,6.3,43.2
KY-019,,50.2,115,6.3,43.9
KY-021,,50.4,115,6.2,44.2
KY-023,,48.9,114,6.3,42.6
KY-025,,52.2,114,6.5,45.7
KY-027,,49.8,107,4.8,45
KY-029,,51.5,116,6.6,44.9
KY-031,,52.9,114,6.2,46.7
KY-033,,53.2,114,6.2,47
KY-035,,53.3,110,5.1,48.2
KY-037,,48.8,115,6.4,42.4
KY-039,,53.2,113,6,47.2
KY-041,,50,116,6.7,43.3
KY-043,,49.6,115,6.2,43.4
KY-045,,51,115,6.3,44.7
KY-047,,54.1,115,6.6,47.5
KY-049,,50.2,116,6.3,43.9
KY-051,,51.8,115,6.1,45.7
KY-053,,53.1,116,6.7,46.4
KY-055,,52.4,112,6,46.4
KY-057,,53.4,115,6.4,47
KY-059,,50.4,108,4.6,45.8
KY-061,,52.2,113,5.7,46.5
KY-063,,50,115,6,44
KY-065,,51.5,115,6.4,45.1
KY-067,,49.8,116,6.5,43.3
KY-069,,49.5,115,6.1,43.4
KY-071,,51.8,114,5.7,46.1
KY-073,,50.7,116,7,43.7
KY-075,,53.7,113,5.6,48.1
KY-077,,49.8,117,6.8,43
KY-079,,51,115,6.5,44.5
KY-081,,49.3,116,6.6,42.7
KY-083,,53.3,113,5.7,47.6
KY-085,,51.1,113,5.5,45.6
KY-087,,51.8,114,6,45.8
KY-089,,49.4,115,6.3,43.1
KY-091,,49.3,100,3.9,45.4
KY-093,,50.8,114,5.9,44.9
KY-095,,49.2,112,5.1,44.1
KY-097,,49.3,114,6.3,43
KY-099,,51.7,114,5.7,46
KY-101,,51,111,5.1,45.9
KY-103,,50.2,116,6.9,43.3
KY-105,,53.4,114,5.8,47.6
KY-107,,53.1,115,6.2,46.9
KY-109,,51.2,115,6.4,44.8
KY-111,,51.2,115,6.6,44.6
KY-113,,50.3,116,6.4,43.9
KY-115,,50.9,114,5.8,45.1
KY-117,,48.7,118,6.5,42.2
KY-119,,51.5,115,6,45.5
KY-121,,51.8,113,5.8,46
KY-123,,51.2,114,6,45.2
KY-125,,51.7,115,6.2,45.5
KY-127,,50.6,115,6,44.6
KY-129,,51.9,114,6.3,45.6
KY-131,,51.3,114,5.9,45.4
KY-133,,50.3,112,5.5,44.8
KY-135,,49.2,115,6.2,43
KY-137,,50.8,116,6.4,44.4
KY-139,,52.8,112,6,46.8
KY-141,,53.5,115,6.1,47.4
KY-143,,53.3,111,5.9,47.4
KY-145,,53.2,114,6.4,46.8
KY-147,,52.1,115,6.3,45.8
KY-149,,51.9,112,5.6,46.3
KY-151,,51.1,116,6.5,44.6
KY-153,,51.3,115,6.2,45.1
KY-155,,51.1,114,6.1,45
KY-157,,53.4,110,5.8,47.6
KY-159,,51.2,114,5.5,45.7
KY-161,,49,114,6.3,42.7
KY-163,,49.9,112,5.3,44.6
KY-165,,50.5,116,6.1,44.4
KY-167,,50.5,116,6.4,44.1
KY-169,,51.8,114,5.6,46.2
KY-171,,52.4,111,5.3,47.1
KY-173,,50.1,115,6.3,43.8
KY-175,,50.7,115,6.1,44.6
KY-177,,53.3,115,6.4,46.9
KY-179,,51.2,115,6.3,44.9
KY-181,,49.4,115,6.2,43.2
KY-183,,51.6,111,5.6,46
KY-185,,50.1,115,6.5,43.6
KY-187,,50,115,6.9,43.1
KY-189,,52.2,115,6.4,45.8
KY-191,,49.2,116,6.4,42.8
KY-193,,51.7,114,6.1,45.6
KY-195,,51.9,115,6,45.9
KY-197,,51,115,6.2,44.8
KY-199,,51.8,116,6.3,45.5
KY-201,,49.1,114,6.2,42.9
KY-203,,51.4,116,6.5,44.9
KY-205,,49.7,116,5.8,43.9
KY-207,,52.3,116,6.5,45.8
KY-209,,49.7,116,6.6,43.1
KY-211,,50.4,116,6.9,43.5
KY-213,,53.3,114,5.9,47.4
KY-215,,50.9,116,6.7,44.2
KY-217,,51.5,115,6.2,45.3
KY-219,,54,115,6.6,47.4
KY-221,,53.8,114,6,47.8
KY-223,,49.8,115,6.6,43.2
KY-225,,51.5,111,5.3,46.2
KY-227,,53.1,114,5.9,47.2
KY-229,,50.8,116,6.3,44.5
KY-231,,52.5,116,6.6,45.9
KY-233,,52.2,113,5.8,46.4
KY-235,,52,113,5.8,46.2
KY-237,,51.4,115,6.4,45
KY-239,,50.3,116,6.6,43.7
LA-001,,69,124,8,61
LA-003,,68.2,124,8.2,60
LA-005,,69.8,126,9.1,60.7
LA-007,,70.4,126,9.2,61.2
LA-009,,67.6,123,8.1,59.5
LA-011,,68,125,8.5,59.5
LA-013,,63.9,121,7.8,56.1
LA-015,,63.7,121,7.7,56
LA-017,,63.5,121,7,56.5
LA-019,,68.8,125,8.2,60.6
LA-021,,64.9,123,7.8,57.1
LA-023,,69,123,7.8,61.2
LA-025,,66.5,123,8.2,58.3
LA-027,,62.3,121,7,55.3
LA-029,,67,123,8.3,58.7
LA-031,,64.3,121,7.3,57
LA-033,,69.2,125,9.1,60.1
LA-035,,62.9,119,6.9,56
LA-037,,68.2,125,9,59.2
LA-039,,68.2,124,8.2,60
LA-041,,65.1,122,7.7,57.4
LA-043,,66.2,123,8,58.2
LA-045,,69.8,125,8.7,61.1
LA-047,,69.6,125,8.9,60.7
LA-049,,63.7,122,7.6,56.1
LA-051,,70.7,126,8.9,61.8
LA-053,,69,124,7.9,61.1
LA-055,,69.2,124,8.2,61
LA-057,,70.9,126,9,61.9
LA-059,,66.2,123,8.1,58.1
LA-061,,62.9,122,7.4,55.5
LA-063,,69.3,126,9.2,60.1
LA-065,,65.4,123,8.5,56.9
LA-067,,63.2,123,7.5,55.7
LA-069,,65.7,122,7.9,57.8
LA-071,,70.2,126,9.2,61
LA-073,,63.6,122,7.3,56.3
LA-075,,70.5,126,9,61.5
LA-077,,68.4,124,8.2,60.2
LA-079,,67.2,122,8.2,59
LA-081,,64.7,122,7.9,56.8
LA-083,,64,121,7.3,56.7
LA-085,,65.7,124,8.1,57.6
LA-087,,70,126,9.1,60.9
LA-089,,70.6,126,8.9,61.7
LA-091,,68.2,125,9.4,58.8
LA-093,,70.2,126,9.1,61.1
LA-095,,70.1,126,9.1,61
LA-097,,68.4,124,8,60.4
LA-099,,69.7,125,8.7,61
LA-101,,70.6,126,9.3,61.3
LA-103,,69.4,126,9.5,59.9
LA-105,,68.8,125,9.4,59.4
LA-107,,66.2,123,8.5,57.7
LA-109,,71.3,126,9.3,62
LA-111,,62.9,122,7.4,55.5
LA-113,,69.5,124,8.1,61.4
LA-115,,67,125,8.6,58.4
LA-117,,68.4,126,9.6,58.8
LA-119,,63.5,121,7.7,55.8
LA-121,,69.4,125,9,60.4
LA-123,,62.6,119,6.7,55.9
LA-125,,68,124,8.4,59.6
LA-127,,65.1,123,7.9,57.2
ME-001,,34.6,115,5,29.6
ME-003,,24.5,88,1.8,22.7
ME-005,,35.7,116,5,30.7
ME-007,,28.4,110,4.7,23.7
ME-009,,34,111,4.2,29.8
ME-011,,34.5,114,5.1,29.4
ME-013,,34.9,113,4.4,30.5
ME-015,,35.5,114,4.8,30.7
ME-017,,31.4,113,5.1,26.3
ME-019,,30.7,105,3.5,27.2
ME-021,,27.1,104,3.3,23.8
ME-023,,35.8,115,4.9,30.9
ME-025,,27.9,108,4.1,23.8
ME-027,,33.9,112,4.5,29.4
ME-029,,33.3,111,4.6,28.7
ME-031,,36.7,114,4.9,31.8
MD-001,,46.7,120,6.7,40
MD-003,,51,123,7,44
MD-005,,48.6,122,7.2,41.4
MD-009,,51.4,123,7,44.4
MD-011,,50.2,123,6.8,43.4
MD-013,,47.4,121,6.9,40.5
MD-015,,47.7,119,6.1,41.6
MD-017,,52.1,122,7.2,44.9
MD-019,,51.5,123,7.3,44.2
MD-021,,47.9,121,6.7,41.2
MD-023,,43.7,121,7.6,36.1
MD-025,,47.6,119,6.1,41.5
MD-027,,49.2,123,7.4,41.8
MD-029,,48.9,120,5.8,43.1
MD-031,,49.5,121,7.1,42.4
MD-033,,50.8,121,6.8,44
MD-035,,49.6,121,6.3,43.3
MD-037,,51.9,123,7.1,44.8
MD-039,,51.4,122,6.9,44.5
MD-041,,51.1,123,7,44.1
MD-043,,47.4,119,6.6,40.8
MD-045,,50.9,122,6.9,44
MD-047,,50.7,123,6.7,44
MD-510,,50.6,123,7.6,43
MD-511,,50.8,121,6.6,44.2
MA-001,,41.6,118,5.2,36.4
MA-003,,36.6,115,5.7,30.9
MA-005,,42.4,118,5.7,36.7
MA-007,,42.2,119,5.3,36.9
MA-009,,41.2,119,6.3,34.9
MA-011,,38.7,118,6.5,32.2
MA-013,,40,117,5.9,34.1
MA-015,,39.3,117,5.9,33.4
MA-017,,41.3,119,6.3,35
MA-019,,41.8,120,5.4,36.4
MA-021,,42.2,118,6.3,35.9
MA-023,,42.1,118,5.6,36.5
MA-025,,42.5,120,6.5,36
MA-027,,40,118,6.5,33.5
MI-001,,33.2,114,5.7,27.5
MI-003,,29.4,111,4.8,24.6
MI-005,,38.9,108,4.7,34.2
MI-007,,33.2,116,6.1,27.1
MI-009,,33.9,116,6.6,27.3
MI-011,,36.6,118,6.7,29.9
MI-013,,28.5,113,5.7,22.8
MI-015,,38.8,111,5.5,33.3
MI-017,,38.1,117,6.8,31.3
MI-019,,35.1,118,7,28.1
MI-021,,39.6,102,4.1,35.5
MI-023,,40.1,112,5.7,34.4
MI-025,,39.6,113,6,33.6
MI-027,,39.3,106,4.4,34.9
MI-029,,33.7,116,6.4,27.3
MI-031,,32.9,118,6.7,26.2
MI-033,,29.2,115,5.6,23.6
MI-035,,35.5,116,6.7,28.8
MI-037,,38.7,112,5.9,32.8
MI-039,,33.4,115,6.7,26.7
MI-041,,30.9,112,4.9,26
MI-043,,30.4,114,6,24.4
MI-045,,38.8,111,5.7,33.1
MI-047,,32.8,118,6.8,26
MI-049,,39.7,118,7.3,32.4
MI-051,,36.7,117,6.9,29.8
MI-053,,28.2,108,4.9,23.3
MI-055,,35.1,118,7.5,27.6
MI-057,,38.6,116,6.7,31.9
MI-059,,39.5,113,5.6,33.9
MI-061,,29.6,111,5.8,23.8
MI-063,,37,118,6.8,30.2
MI-065,,38.8,111,6,32.8
MI-067,,38.2,111,5.6,32.6
MI-069,,35,117,6.3,28.7
MI-071,,28.9,114,6.1,22.8
MI-073,,37.3,116,6.8,30.5
MI-075,,39,112,5.8,33.2
MI-077,,39.6,111,5.4,34.2
MI-079,,33.8,116,6.8,27
MI-081,,37.9,111,5.4,32.5
MI-083,,29.1,114,5.8,23.3
MI-085,,35.5,112,5.9,29.6
MI-087,,39,118,7,32
MI-089,,35.1,118,7.5,27.6
MI-091,,40,113,5.4,34.6
MI-093,,39.1,116,6.7,32.4
MI-095,,28.5,112,4.9,23.6
MI-097,,30.2,117,5.8,24.4
MI-099,,40.1,117,6.5,33.6
MI-101,,35.2,113,6,29.2
MI-103,,28.6,112,5.2,23.4
MI-105,,35.6,112,5.3,30.3
MI-107,,36.3,115,6.4,29.9
MI-109,,32.2,113,5.5,26.7
MI-111,,38.2,116,6.8,31.4
MI-113,,34.1,116,6.8,27.3
MI-115,,41.4,115,6,35.4
MI-117,,37.4,113,6.3,31.1
MI-119,,33,115,6.3,26.7
MI-121,,37.4,112,5.2,32.2
MI-123,,36.5,112,5.8,30.7
MI-125,,39.5,118,6.8,32.7
MI-127,,36.2,111,5.4,30.8
MI-129,,34.8,117,6.7,28.1
MI-131,,29.2,107,5.3,23.9
MI-133,,34.8,115,6.4,28.4
MI-135,,33.4,115,6.5,26.9
MI-137,,32.2,115,6.2,26
MI-139,,38.2,110,4.8,33.4
MI-141,,33,117,6.5,26.5
MI-143,,34.5,116,7,27.5
MI-145,,39.1,117,6.9,32.2
MI-147,,39.3,116,6.3,33
MI-149,,39.9,108,5,34.9
MI-151,,37.8,116,6.5,31.3
MI-153,,30.1,113,5.1,25
MI-155,,39.2,114,6.6,32.6
MI-157,,38.5,117,6.8,31.7
MI-159,,39.2,107,4.5,34.7
MI-161,,39.4,114,5.9,33.5
MI-163,,40.9,115,6.4,34.5
MI-165,,34.4,116,6.8,27.6
MN-001,,29.7,105,5.5,24.2
MN-003,,35.5,111,6.8,28.7
MN-005,,27.4,91,4,23.4
MN-007,,27.2,100,5.7,21.5
MN-009,,33.1,109,6.3,26.8
MN-011,,33.4,105,5.6,27.8
MN-013,,35.8,105,5.1,30.7
MN-015,,36,109,5.9,30.1
MN-017,,29.9,109,5.8,24.1
MN-019,,36.1,112,6.8,29.3
MN-021,,29.4,105,5.6,23.8
MN-023,,34.6,111,6.2,28.4
MN-025,,34.6,111,6.5,28.1
MN-027,,27.8,87,2.8,25
MN-029,,26.8,93,4.7,22.1
MN-031,,23.9,99,3.6,20.3
MN-033,,35.8,112,6.3,29.5
MN-035,,30.9,106,5.9,25
MN-037,,36.1,110,6.2,29.9
MN-039,,34.8,108,5.6,29.2
MN-041,,30.8,103,5.6,25.2
MN-043,,36,103,5.1,30.9
MN-045,,35.6,109,5.6,30
MN-047,,35.8,109,5.6,30.2
MN-049,,35.8,110,6.2,29.6
MN-051,,31.8,104,5.6,26.2
MN-053,,36.1,112,7,29.1
MN-055,,37.2,114,5.9,31.3
MN-057,,28.4,102,5.2,23.2
MN-059,,34.4,112,6.6,27.8
MN-061,,27.6,100,5.1,22.5
MN-063,,35.8,108,5.9,29.9
MN-065,,32.3,111,6,26.3
MN-067,,34.2,113,6.8,27.4
MN-069,,23.7,85,3.1,20.6
MN-071,,26.2,96,4.9,21.3
MN-073,,34.6,109,5.9,28.7
MN-075,,25.6,102,4.3,21.3
MN-077,,25.9,98,5.6,20.3
MN-079,,35.9,109,5.6,30.3
MN-081,,33.6,105,5.3,28.3
MN-083,,34.3,105,5.1,29.2
MN-085,,35.4,113,6.4,29
MN-087,,25.7,85,2.8,22.9
MN-089,,23.8,82,2.3,21.5
MN-091,,36,110,5.6,30.4
MN-093,,34.2,113,6.4,27.8
MN-095,,32.4,110,6.2,26.2
MN-097,,31.8,107,6,25.8
MN-099,,35.2,108,5.7,29.5
MN-101,,34.5,107,5.5,29
MN-103,,35.9,107,5.6,30.3
MN-105,,35.2,104,5.1,30.1
MN-107,,25.8,78,1.5,24.3
MN-109,,35.5,111,6,29.5
MN-111,,29.6,98,4.9,24.7
MN-113,,23.6,79,1.5,22.1
MN-115,,31.8,110,6.3,25.5
MN-117,,34.9,109,5.9,29
MN-119,,24.5,78,1.3,23.2
MN-121,,32.5,110,6.3,26.2
MN-123,,36,111,6.6,29.4
MN-125,,23.8,78,1.1,22.7
MN-127,,35.2,106,5.5,29.7
MN-129,,35,108,5.8,29.2
MN-131,,35.2,106,5.4,29.8
MN-133,,36.1,107,5.6,30.5
MN-135,,24.8,91,4.8,20
MN-137,,26.9,101,5,21.9
MN-139,,36.3,110,6.3,30
MN-141,,34.2,111,6.5,27.7
MN-143,,35.8,109,6,29.8
MN-145,,33.1,112,6.6,26.5
MN-147,,34.8,104,5.2,29.6
MN-149,,32.8,108,5.9,26.9
MN-151,,34.2,114,6.6,27.6
MN-153,,30.9,105,5.8,25.1
MN-155,,32.7,103,5.5,27.2
MN-157,,36.3,113,6.2,30.1
MN-159,,29.4,99,5.1,24.3
MN-161,,35.3,103,5.1,30.2
MN-163,,35.9,111,6.7,29.2
MN-165,,36.4,112,6.1,30.3
MN-167,,30.6,95,4.4,26.2
MN-169,,36.7,113,6.3,30.4
MN-171,,34.9,112,6.7,28.2
MN-173,,34.4,103,5.3,29.1
MS-001,,66.9,123,8.6,58.3
MS-003,,58.1,120,7.3,50.8
MS-005,,67.4,125,9.3,58.1
MS-007,,62.6,122,8,54.6
MS-009,,58,117,6.8,51.2
MS-011,,59.4,115,5.3,54.1
MS-013,,60.9,119,7.2,53.7
MS-015,,62.8,123,8.4,54.4
MS-017,,61.3,121,7.6,53.7
MS-019,,61.8,122,7.9,53.9
MS-021,,66.9,126,9.4,57.5
MS-023,,66.5,126,9.9,56.6
MS-025,,62.3,121,8.1,54.2
MS-027,,59.1,116,5.8,53.3
MS-029,,66.9,126,9.6,57.3
MS-031,,66.9,126,9.5,57.4
MS-033,,58.3,117,6.2,52.1
MS-035,,67.8,126,9.5,58.3
MS-037,,66.8,124,9,57.8
MS-039,,68.6,126,9.8,58.8
MS-041,,68,126,9.7,58.3
MS-043,,61.7,120,7.6,54.1
MS-045,,69.1,126,9.6,59.5
MS-047,,69,126,9.6,59.4
MS-049,,66.8,126,10,56.8
MS-051,,64,123,8.6,55.4
MS-053,,63.8,123,8,55.8
MS-055,,63.8,123,7.7,56.1
MS-057,,60.5,122,8,52.5
MS-059,,69.2,126,9.8,59.4
MS-061,,66.6,126,10.2,56.4
MS-063,,66.5,124,8.8,57.7
MS-065,,66.7,126,9.2,57.5
MS-067,,67.4,126,9.9,57.5
MS-069,,64.3,124,9,55.3
MS-071,,59.5,117,6.6,52.9
MS-073,,67.5,126,9.3,58.2
MS-075,,65.8,126,10,55.8
MS-077,,66.9,125,9.2,57.7
MS-079,,63.6,123,8.5,55.1
MS-081,,60.8,122,7.9,52.9
MS-083,,63.1,123,8.2,54.9
MS-085,,66.6,125,9.1,57.5
MS-087,,62.9,123,8.4,54.5
MS-089,,65,123,8.7,56.3
MS-091,,67.6,126,9.2,58.4
MS-093,,58.3,117,6.5,51.8
MS-095,,61.4,121,7.7,53.7
MS-097,,61.4,120,7.4,54
MS-099,,63.3,124,8.4,54.9
MS-101,,65.2,126,9.7,55.5
MS-103,,63.8,123,8.9,54.9
MS-105,,63,123,8.6,54.4
MS-107,,59.4,117,6.3,53.1
MS-109,,68.5,126,9.8,58.7
MS-111,,68.2,126,9.9,58.3
MS-113,,67.6,126,9.6,58
MS-115,,60.4,120,7.5,52.9
MS-117,,59.3,121,7.7,51.6
MS-119,,59.5,116,6,53.5
MS-121,,65.9,125,9.5,56.4
