,Country_Region,Date,Total_Cases,Month,Avg_Temp,Protest_Count,FIPS,PopMale,PopFemale,PopTotal,PopDensity,Area.sq.km
0,Argentina,2020-01-22,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
1,Argentina,2020-01-23,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
2,Argentina,2020-01-24,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
3,Argentina,2020-01-25,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
4,Argentina,2020-01-26,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
5,Argentina,2020-01-27,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
6,Argentina,2020-01-28,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
7,Argentina,2020-01-29,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
8,Argentina,2020-01-30,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
9,Argentina,2020-01-31,0,2020-01,22.95000000000001,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
10,Argentina,2020-02-01,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
11,Argentina,2020-02-02,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
12,Argentina,2020-02-03,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
13,Argentina,2020-02-04,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
14,Argentina,2020-02-05,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
15,Argentina,2020-02-06,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
16,Argentina,2020-02-07,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
17,Argentina,2020-02-08,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
18,Argentina,2020-02-09,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
19,Argentina,2020-02-10,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
20,Argentina,2020-02-11,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
21,Argentina,2020-02-12,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
22,Argentina,2020-02-13,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
23,Argentina,2020-02-14,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
24,Argentina,2020-02-15,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
25,Argentina,2020-02-16,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
26,Argentina,2020-02-17,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
27,Argentina,2020-02-18,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
28,Argentina,2020-02-19,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
29,Argentina,2020-02-20,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
30,Argentina,2020-02-21,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
31,Argentina,2020-02-22,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
32,Argentina,2020-02-23,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
33,Argentina,2020-02-24,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
34,Argentina,2020-02-25,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
35,Argentina,2020-02-26,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
36,Argentina,2020-02-27,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
37,Argentina,2020-02-28,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
38,Argentina,2020-02-29,0,2020-02,21.966129032258063,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
39,Argentina,2020-03-01,0,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
40,Argentina,2020-03-02,0,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
41,Argentina,2020-03-03,1,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
42,Argentina,2020-03-04,1,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
43,Argentina,2020-03-05,1,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
44,Argentina,2020-03-06,2,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
45,Argentina,2020-03-07,8,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
46,Argentina,2020-03-08,12,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
47,Argentina,2020-03-09,12,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
48,Argentina,2020-03-10,17,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
49,Argentina,2020-03-11,19,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
50,Argentina,2020-03-12,19,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
51,Argentina,2020-03-13,31,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
52,Argentina,2020-03-14,34,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
53,Argentina,2020-03-15,45,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
54,Argentina,2020-03-16,56,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
55,Argentina,2020-03-17,68,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
56,Argentina,2020-03-18,79,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
57,Argentina,2020-03-19,97,2020-03,19.63870967741936,1.0,32,22049.146000000004,23146.630999999998,45195.777,16.514999999999993,2736.650136239783
